ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
040039100,174200,29322380,611,10 1/2 ST NW,,LOT 2 JOHN WEST LOTS,6359.76
040038000,179400,29322381,610,11TH ST NW,,PT LOT 20 JOHN WEST LOTS,5445
040109000,279000,29322382,511,13TH ST NW,,LOT 13 BK 10 PRESTON HEIGHTS,6229.08
040113000,466900,29322383,506,14TH ST NW,,LOT 3 BK 10 PRESTON HEIGHTS,6229.08
040025000,197100,29322384,607,11TH ST NW,,LOTS 3 & 4 BK 36 PRESTON HGTS,4922.28
040041000,1206500,29322385,1010,PRESTON AVE,,"LOTS 23,23 1\2,PT 24&25 JOHN W",18905.04
040100000,347500,29322386,512,13TH ST NW,,LOTS 13&14 BK 9 PRESTON HGTS,6490.44
040036000,152600,29322387,609,10 1/2 ST NW,,PT LOT 20 JOHN WEST LOTS,5445
040037000,224800,29322388,608,11TH ST NW,,LOT 19 1/2 JOHN WEST LOTS,5445
040108100,298500,29322389,509,13TH ST NW,,LOT 12 BK 10 PRESTON HEIGHTS,6359.76
040114000,447000,29322390,504,14TH ST NW,,LOT 4 BK 10 PRESTON HEIGHTS,6141.96
040026000,41800,29322391,0,11TH ST NW,,LOT 5 BK 36 PRESTON HEIGHTS,2526.48
040027000,161500,29322392,605,11TH ST NW,,LOT 6 BK 36 PRESTON HEIGHTS,2439.36
040101000,279400,29322393,510,13TH ST NW,,LOTS 15&16 BK 9 PRESTON HGTS,6490.44
040099100,41800,29322394,0,GRADY AVE,,PT LOT 1 BK 9 PRESTON HEIGHTS,1611.72
040107100,318800,29322395,507,13TH ST NW,,LOT 11 BK 10 PRESTON HEIGHTS,6359.76
040029000,290300,29322396,1027,GRADY AVE,,LOT 15 JOHN WEST LOTS,7492.32
040035000,147100,29322397,607,10 1/2 ST NW,,PT LOT 19 JOHN WEST LOTS,5445
040115000,438100,29322398,502,14TH ST NW,,LOT 5 BK 10 PRESTON HEIGHTS,5140.08
040028000,187300,29322399,601,11TH ST NW,,LOTS 7-9 BK 36 PRESTON HEIGHTS,0
040042000,2761400,29322400,1000,PRESTON AVE,,PT LOTS 24-26 JOHN WEST,16030.08
040098000,94800,29322401,515,12TH ST NW,,PT LOT 1 BK 9 PRESTON HGTS,1960.2
040099000,198700,29322402,513,12TH ST NW,,LOT 2 BK 9 PRESTON HEIGHTS,3267
040102000,259000,29322403,508,13TH ST NW,,LOTS 17&18 BK 9 PRESTON HGTS,6490.44
040116000,324800,29322404,1307,GORDON AVE,,LOT 7 BK 10 PRESTON HEIGHTS,4312.44
040097000,205000,29322405,511,12TH ST NW,,LOTS 3&4 BK 9 PRESTON HGTS,6490.44
040117000,426400,29322406,500,14TH ST NW,,LOT 6 BK 10 PRESTON HEIGHTS,5052.96
040108000,339900,29322407,1305,GORDON AVE,,LOT 8 BK 10 PRESTON HEIGHTS,4312.44
040087000,226700,29322408,1108,GRADY AVE,,PT LOTS 13-16 BK 8 PRESTON HGT,6011.28
040034000,150800,29322409,605,10 1/2 ST NW,,PT LOT 18 JOHN WEST LOTS,2962.08
040107000,366300,29322410,1303,GORDON AVE,,LOT 9 BK 10 PRESTON HEIGHTS,4312.44
040103000,284400,29322411,506,13TH ST NW,,LOTS 19&20 BK 9 PRESTON HGTS,6490.44
040106000,364700,29322412,1301,GORDON AVE,,LOT 10 BK 10 PRESTON HEIGHTS,4356
040096000,390900,29322413,509,12TH ST NW,,LOTS 5&6 BK 9 PRESTON HGTS,6490.44
040086000,302700,29322414,1104,GRADY AVE,,LOT E & PT 13-16 BK 8 PRES HGT,6969.6
040033000,325200,29322415,1021,GRADY AVE,,LOT JOHN WEST LOTS,4530.24
040104000,260200,29322416,502,13TH ST NW,,LOTS 21&22 BK 9 PRESTON HGTS,6490.44
040085000,215500,29322417,423,11TH ST NW,,LOTS 1 & 2 BK 8 PRESTON HGTS,5314.32
040118000,10204800,29322418,406,14TH ST NW,,"LOTS 1-26,49,50,103,104 BK 5",172497.6
040095000,197100,29322419,507,12TH ST NW,,LOTS 7&8 BK 9 PRESTON HGTS,6490.44
040088000,205700,29322420,506,12TH ST NW,,LOTS 17&18 BK 8 PRESTON HGTS,6490.44
040043000,295900,29322421,507,10TH ST NW,,PT LOT 8 JOHN WEST LOTS,8624.88
040105000,275300,29322422,1219,GORDON AVE,,LOTS 23 & 24 BK 9 PRESTON HEIGHTS,6490.44
040084000,83100,29322423,0,11TH ST NW,,LOTS 3 & 4 BK 8 PRESTON HGTS,5401.44
040094000,215500,29322424,505,12TH ST NW,,LOTS 9&10 BK 9 PRESTON HGTS,6490.44
040073000,253800,29322425,1034,GRADY AVE,,LOT 14 1/2 JOHN WEST LOTS,7056.72
040045000,61100,29322426,503,10TH ST NW,,PT LOT 7 JOHN WEST LOTS,14810.4
040089000,259200,29322427,504,12TH ST NW,,LOTS 19 & 20 BK 8 PRESTON HGTS,6490.44
040072000,246300,29322428,1030,GRADY AVE,,LOT 14 JOHN WEST LOTS,6926.04
040083000,496100,29322429,515,11TH ST NW,,LOTS 5&6 BK 8 PRESTON HGTS,5575.68
040093000,144700,29322430,503,12TH ST NW,,LOT 11 BK 9 PRESTON HEIGHTS,0
040071000,390900,29322431,1026,GRADY AVE,,LOT 13 JOHN WEST LOTS,7840.8
040090000,146600,29322432,502,12TH ST NW,,LOTS 21&22 BK 8 PRESTON HGTS,6490.44
040092000,200700,29322433,501,12TH ST NW,,LOT 12 BK 9 PRESTON HEIGHTS,0
040070000,286000,29322434,1022,GRADY AVE,,LOT B JOHN WEST LOTS,4530.24
040082000,241600,29322435,513,11TH ST NW,,LOTS 7&8 BK 8 PRESTON HGTS,5706.36
040049000,189100,29322436,1016,GRADY AVE,,LOT 1,2439.36
040091000,263500,29322437,500,12TH ST NW,,LOTS 23&24 BK 8 PRESTON HGTS,6490.44
040048000,269300,29322438,1014,GRADY AVE,,LOT 3,3615.48
040081000,219700,29322439,405,11TH ST NW,,LOTS 9&10 BK 8 PRESTON HGTS,5837.04
040074000,227800,29322440,408,11TH ST NW,,PT LOT 11 JOHN WEST LOTS,5401.44
040134000,339800,29322441,1201,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040069000,41800,29322442,0,10 1/2 ST NW,,LOT A JOHN WEST LOTS,2700.72
040047000,436300,29322443,1002,GRADY AVE,,LOT 4,3746.16
040050000,135400,29322444,420,10 1/2 ST NW,,LOT 2,1306.8
040046000,311000,29322445,415,10TH ST NW,,PARCEL D JOHN WEST LOTS,8189.28
040135000,345500,29322446,1200,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267
040068000,232100,29322447,421,10 1/2 ST NW,,PT LOT 11 JOHN WEST LOTS,5445
040080000,227700,29322448,1101,GORDON AVE,,LOTS 11&12 BK 8 PRESTON HGTS,5967.72
040051000,103300,29322449,0,10 1/2 ST NW,,PT LOT 4 JOHN WEST LOTS,9060.48
040075000,238800,29322450,516,11TH ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040136000,303100,29322451,417,12TH ST NW,,LOT 3 BK 6 PRESTON HEIGHTS,348.48
040143000,151900,29322452,1114,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,4094.64
040052000,213000,29322453,416,10TH ST NW,,PT LOT 4 JOHN WEST LOTS,12893.76
040067000,525700,29322454,413,10 1/2 ST NW,,PT LOT 10 JOHN WEST LOTS,5445
040076000,229800,29322455,514,11TH ST NW,,PT LOT 9 JOHN WEST LOTS,6534
040144000,357800,29322456,1112,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040145000,353600,29322457,1110,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0
040138000,346200,29322458,407,12TH ST NW,,LOTS 6&7 BK 6 PRESTON HEIGHTS,6490.44
040066000,207800,29322459,507,10 1/2 ST NW,,PT LOT 9 JOHN WEST LOTS,6577.56
040146000,185800,29322460,1100,GORDON AVE,,LOTS 1&2 BK 7 PRESTON HEIGHTS,6229.08
040054000,203100,29322461,414,10 1/2 ST NW,,LOTS A & B JOHN WEST LOTS,8232.84
040054000,203100,29322461,414,10 1/2 ST NW,,LOTS A & B JOHN WEST LOTS,8232.84
040077000,185900,29322462,504,11TH ST NW,,LOT,4617.36
040142000,353600,29322463,406-410,12TH ST NW,,"LOTS 18,19&PT 17,20 BK 7 P HGT",0
040139000,62600,29322464,0,12TH ST NW,,REV LOT 8 BK 6 PRESTON HEIGHTS,3789.72
040053000,163000,29322465,418,10TH ST NW,,PT LOT 3 JOHN WEST LOTS,11107.8
040078000,310700,29322466,502,11TH ST NW,,LOT,4922.28
040065000,197900,29322467,504,10 1/2 ST NW,,LOT,4617.36
040147000,357400,29322468,363,11TH ST NW,,LOT 3 & PT 4 BK 7 PRESTON HGTS,5880.6
040056000,41800,29322469,412,10 1/2 ST NW,,PT LOT 2 JOHN WEST LOTS,2700.72
040139100,66500,29322470,0,12TH ST NW,,REV LOT 10 BK 6 PRESTON HEIGHTS,4878.72
040055000,176300,29322471,414,10TH ST NW,,PT LOT 2 JOHN WEST LOTS,0
040079000,83100,29322472,0,11TH ST NW,,LOT,7753.68
040064000,167900,29322473,502,10 1/2 ST NW,,LOT,3789.72
040148000,91600,29322474,357,11TH ST NW,,"LOTS 5,6,PT 4&7 BK 7 PRES HGTS",9408.96
040141000,147500,29322475,1,LATROBE CT,,LOT A LATROBE COURT,3223.44
040141000,147500,29322475,1,LATROBE CT,,LOT A LATROBE COURT,3223.44
040140000,214200,29322476,401,12TH ST NW,,LOTS 11-13 & PAR Y BK 6 PRESTON HEIGHT,10541.52
040057000,180900,29322477,406,10 1/2 ST NW,,LOT JOHN WEST LOTS,3484.8
040120000,14747600,29322478,409,13TH ST NW,,"LOTS 4, 51-55, 94-102",0
040141100,147500,29322479,2,LATROBE CT,,LOT B LATROBE COURT,2308.68
040141100,147500,29322479,2,LATROBE CT,,LOT B LATROBE COURT,2308.68
040122000,461300,29322480,362,14TH ST NW,,LOTS 54&55 TRADERS LAND CO,6141.96
040063000,249300,29322481,500,10 1/2 ST NW,,LOT,5924.16
040141200,148400,29322482,3,LATROBE CT,,LOT C LATROBE COURT,2570.04
040141200,148400,29322482,3,LATROBE CT,,LOT C LATROBE COURT,2570.04
040132000,1584100,29322483,0,JOHN ST,,LOTS BK 5,136909.08
040058000,188000,29322484,404,10 1/2 ST NW,,LOT JOHN WEST LOTS,3659.04
040059000,117200,29322485,403,10TH ST NW,,LOT JOHN WEST LOTS,11369.16
040149000,161000,29322486,353,11TH ST NW,,LOT 8 & PT 7&9 BK 7 PRES HGTS,6664.68
040165000,272100,29322487,430,11TH ST NW,,LOTS 15 & 16 JEFFRIES LOTS,7840.8
040123000,501300,29322488,360,14TH ST NW,,LOTS 56&57 TRADERS LAND CO,7492.32
040061000,142300,29322489,402,10 1/2 ST NW,,LOT JOHN WEST LOTS,3528.36
040141300,147500,29322490,6,LATROBE CT,,LOT D LATROBE COURT,3223.44
040141300,147500,29322490,6,LATROBE CT,,LOT D LATROBE COURT,3223.44
040141400,147600,29322491,5,LATROBE CT,,LOT E LATROBE COURT,2395.8
040141400,147600,29322491,5,LATROBE CT,,LOT E LATROBE COURT,2395.8
040062000,211900,29322492,400,10 1/2 ST NW,,PT LOT 1 JOHN WEST LOTS,3528.36
040150000,202500,29322493,351,11TH ST NW,,LOT 10 & PT 9&11 BK 7 PRES HGT,5619.24
040166000,180200,29322494,359,10 1/2 ST NW,,LOT 14 JEFFRIES LOTS,4922.28
040060000,103300,29322495,401,10TH ST NW,,PARCEL C JOHN WEST LOTS,11194.92
040141500,147600,29322496,4,LATROBE CT,,LOT F LATROBE COURT,2700.72
040141500,147600,29322496,4,LATROBE CT,,LOT F LATROBE COURT,2700.72
040125000,500200,29322497,358,14TH ST NW,,LOTS 58 & 59,7492.32
040164000,168300,29322498,354,11TH ST NW,,LOT 17 JEFFRIES LOTS,3833.28
040167000,65900,29322499,357,10 1/2 ST NW,,LOT 13 JEFFRIES LOTS,4791.6
040151000,178700,29322500,345,11TH ST NW,,"LOTS 12,13&PT 11 BK 7 PRES HGT",0
040126000,376500,29322501,354,14TH ST NW,,LOT 1,5009.4
040163000,122200,29322502,346,11TH ST NW,,LOT 18 JEFFRIES LOTS,3833.28
040168000,110300,29322503,353,10 1/2 ST NW,,LOT 12 JEFFRIES LOTS,4704.48
040152000,974500,29322504,341,11TH ST NW,,LOTS 12-16,26528.04
040128000,379300,29322505,1311,JOHN ST,,LOT 2,4486.68
040127000,399000,29322506,350,14TH ST NW,,LOT 6,5009.4
040162000,124800,29322507,342,11TH ST NW,,LOT 19 JEFFRIES LOTS,3833.28
040169000,284800,29322508,349,10 1/2 ST NW,,LOT 11 JEFFRIES LOTS,4660.92
040129000,362400,29322509,1309,JOHN ST,,LOT 3 & PT LOT 4,5009.4
040161000,241200,29322510,340,11TH ST NW,,LOT 20 JEFFRIES LOTS,4007.52
040170000,229900,29322511,345,10 1/2 ST NW,,LOT 10 JEFFRIES LOTS,4617.36
040131000,450600,29322512,1305,JOHN ST,,LOT 5,5488.56
040160000,279800,29322513,338,11TH ST NW,,LOT 21 JEFFRIES LOTS,4007.52
040210000,415600,29322514,353,10TH ST NW,,PT LOT 2 JEFFRIES LOTS,0
040171000,237500,29322515,343,10 1/2 ST NW,,LOT 9 JEFFRIES LOTS,4660.92
040159000,333300,29322516,336,11TH ST NW,,LOT 22 JEFFRIES LOTS,4007.52
040172000,147900,29322517,341,10 1/2 ST NW,,LOT 8 JEFFRIES LOTS,4530.24
040158000,223500,29322518,334,11TH ST NW,,LOT 23 JEFFRIES LOTS,4007.52
040173000,238700,29322519,339,10 1/2 ST NW,,LOT 7 JEFFRIES LOTS,4181.76
040157000,148300,29322520,332,11TH ST NW,,LOT 24 JEFFRIES LOTS,4007.52
040153000,0,29322521,0,11TH ST NW,,"LOTS 9,10 & 11",26528.04
040174000,154800,29322522,337,10 1/2 ST NW,,LOT 6 JEFFRIES LOTS,4094.64
040156000,152400,29322523,324,11TH ST NW,,LOT 25 JEFFRIES LOTS,4007.52
040175000,157000,29322524,331,10 1/2 ST NW,,LOT 5 JEFFRIES LOTS,4268.88
040176000,65900,29322525,327,10 1/2 ST NW,,LOT 4 JEFFRIES LOTS,4225.32
040176000,65900,29322525,327,10 1/2 ST NW,,LOT 4 JEFFRIES LOTS,4225.32
040245000,5126000,29322526,1114,JOHN ST,,LOT A,0
040177000,186900,29322527,325,10 1/2 ST NW,,LOT 3 JEFFRIES LOTS,3571.92
040154000,183100,29322528,308,11TH ST NW,,PT LOT 33 JEFFRIES LOTS,5967.72
040271100,420600,29322529,1119,PAGE ST,,LOT,3615.48
040178000,214200,29322530,323,10 1/2 ST NW,,LOT 2 JEFFRIES LOTS,3528.36
040291000,7999100,29322531,302-304,14TH ST NW,,"LOTS 2,3,5 1\2,PT 1,5&PARCELS",0
040179000,162300,29322532,319,10 1/2 ST NW,,PT LOT 33 JEFFRIES LOTS,7579.44
040180100,136600,29322533,306,11TH ST NW,,LOT B JEFFRIES LOTS,4443.12
040180000,245400,29322534,313-315,10 1/2 ST NW,,LOT C JEFFRIES LOTS,0
040181000,174700,29322535,304,11TH ST NW,,LOT A JEFFRIES LOTS,3876.84
040182000,149100,29322536,307,10 1/2 ST NW,,PT LOT 35 JEFFRIES LOTS,3179.88
040183000,121600,29322537,305,10 1/2 ST NW,,LOT JEFFRIES LOTS,3136.32
040245100,6133000,29322538,1207-11,WERTLAND ST,,PARCEL 245.1 & PARCEL A,0
040302000,17993000,29322539,218,14TH ST NW,,PARCELS 1&2,0
040314000,6001600,29322540,1021,WERTLAND ST,,LOT,0
040298000,564900,29322541,208,14TH ST NW,,LOT 11 MCKENNIE'S,6969.6
040303000,548400,29322542,1301,WERTLAND ST,,LOT A,0
040301000,863100,29322543,1311,WERTLAND ST,,PT LOT 13 MCKENNIE'S,2831.4
060001101,7947700,29322544,0,ARLINGTON BLVD,,LOT C-3 GEORGETOWN,0
060001900,8918400,29322545,2401,ARLINGTON BLVD,,PT LOT C-4,3615480
060001700,2079500,29322546,2400-02,ARLINGTON BLVD,,LOT C-1 GEORGETOWN,0
060001600,4265800,29322547,2102-06,ARLINGTON BLVD,,LOTS 2 & 3 GEORGETOWN,1306800
060001500,2906300,29322548,1982,ARLINGTON BLVD,,LOT 1 & PARCEL Y GEORGETOWN,522720
060003100,3800,29322549,0,FENDALL TER,,RESERVE STRIP BK 6 RUGBY,3049.2
060001400,1515700,29322550,1980,ARLINGTON BLVD,,LOT 2B GEORGETOWN,0
060001400,1515700,29322550,1980,ARLINGTON BLVD,,LOT 2B GEORGETOWN,0
060001300,2183300,29322551,1936,ARLINGTON BLVD,,LOT 2A-1 GEORGETOWN,27181.44
060001200,2316000,29322552,1932,ARLINGTON BLVD,,LOT 2A-2 GEORGETOWN,27878.4
060002000,5640900,29322553,0,EMMET ST N,,4.456 ACRES MASSIE PROPERTY,190313.64
060001100,1673500,29322554,1928,ARLINGTON BLVD,,PARCEL X GEORGETOWN,14374.8
060001B00,3518200,29322555,1924,ARLINGTON BLVD,,LOT 1-B,38594.16
060001000,4196300,29322556,1900,ARLINGTON BLVD,,LOT 1A,43560
080001000,60849500,29322557,101,EMMET ST N,,LOT (128.82 ACRES),1473199.2
060003000,1419200,29322558,817,FENDALL TER,,"LOTS 10,11 & 12 BK 6 RUGBY",27573.48
060004000,793300,29322559,813,FENDALL TER,,LOT 9 & PT 8 BK 6 RUGBY,15376.68
060001C00,1523200,29322560,801,EMMET ST N,,LOT 1C,26440.92
060023000,1003300,29322561,811,FENDALL TER,,"LOTS 6,7 & PT 8 BK 6 RUGBY",25439.04
060005000,1365800,29322562,1872,WINSTON RD,,LOTS 14 & 15 BK 4 RUGBY,14984.64
060006000,1058600,29322563,1866,WINSTON RD,,LOT 16 & PT 17 BK 4 RUGBY,11282.04
060007000,706200,29322564,1864,WINSTON RD,,LOT 18 & PT 17 BK 4 RUGBY,11238.48
060022000,887000,29322565,810,FENDALL TER,,LOT A BK 4 RUGBY,10628.64
060008000,889400,29322566,1860,WINSTON RD,,LOT 19 & PT 20&21 BK 4 RUGBY,14461.92
060021000,794500,29322567,1865,FENDALL AVE,,LOT B BK 4 RUGBY,11848.32
060024000,1004400,29322568,803,FENDALL TER,,LOTS 2-3 & PT 1 BK 6 RUGBY,23391.72
060020000,691700,29322569,1863,FENDALL AVE,,LOT 4 & PT 5 BK 4 RUGBY,11238.48
060009000,509400,29322570,1856,WINSTON RD,,LOT A BK 4 RUGBY,7579.44
060019000,967300,29322571,1859,FENDALL AVE,,LOT 6 & PT 5 & 7 BK 4 RUGBY,12371.04
060010000,1500700,29322572,1852,WINSTON RD,,LOT B BK 4 RUGBY,12109.68
060042000,1103900,29322573,1868,EDGEWOOD LN,,LOT 1 & PT 1 BK 6 EDGEWOOD LA,45171.72
060025000,937800,29322574,1912,FENDALL AVE,,"LOTS 17,18,PARCEL X BK3 RUGBY",14810.4
060026000,1396100,29322575,1907,FENDALL AVE,,LOTS 15 & 16 BK 3 RUGBY,14984.64
060012000,713900,29322576,1844,WINSTON RD,,"LOTS 27,28 & PT 26 BK 4 RUGBY",18730.8
060018100,991300,29322577,1849,FENDALL AVE,,LOTS 10 & 11 BK 4 RUGBY,14984.64
060027000,1245800,29322578,1905,FENDALL AVE,,LOT 14 & PT 13 & STR BK 3 RUGB,11499.84
060043000,934600,29322579,1879,WAYSIDE PL,,LOT,20952.36
060028000,737500,29322580,1902,FENDALL AVE,,"LOT 12,PT 11&13 BK 3 RUGBY",15115.32
060017000,918800,29322581,1845,FENDALL AVE,,LOTS 12 & 13 BK 4 RUGBY,14984.64
060013000,770700,29322582,1840,WINSTON RD,,PT LOTS 29 & 30 BK 4 RUGBY,11064.24
060013000,770700,29322582,1840,WINSTON RD,,PT LOTS 29 & 30 BK 4 RUGBY,11064.24
060073000,11667900,29322583,83-136,UNIVERSITY GARDENS,,LOTS 8-11 & STRIP,0
060014000,817800,29322584,809,WINSTON TER,,LOT 31 & PT 30 BK 4 RUGBY,13155.12
060044000,791900,29322585,1864,EDGEWOOD LN,,LOT 2 & PT 3 EDGEWOOD LANE,13416.48
060029000,695900,29322586,1850,FENDALL AVE,,LOT 10 & PT 11 BK 3 RUGBY,14461.92
060016000,651300,29322587,1841,FENDALL AVE,,LOTS 35 & 36 BK 4 RUGBY,14984.64
060045000,1021800,29322588,1862,EDGEWOOD LN,,PT LOT 3 EDGEWOOD LANE,13503.6
060015000,844600,29322589,1837,FENDALL AVE,,LOTS 33 & 34 BK 4 RUGBY,16988.4
060030000,930600,29322590,1848,FENDALL AVE,,LOTS 8 & 9 BK 3 RUGBY,16988.4
060040000,613900,29322591,1900,EDGEWOOD LN,,LOT 22 BK 3 EDGEWOOD LANE,9801
060044100,1095000,29322592,1875,WAYSIDE PL,,LOT,11412.72
050001000,618200,29322593,808,WINSTON TER,,LOT X BK 2 RUGBY,10454.4
060046000,957500,29322594,1856,EDGEWOOD LN,,LOT 4 & PT 5 EDGEWOOD LANE,19471.32
060031000,853900,29322595,1844,FENDALL AVE,,LOT 7 & PT 6 BK 3 RUGBY,12763.08
060015100,763400,29322596,1833,FENDALL AVE,,LOT 32 BK 4 RUGBY,11238.48
060060000,946500,29322597,1874,WAYSIDE PL,,LOT C & LOT WAYSIDE PLACE,19035.72
050002000,834100,29322598,1828,WINSTON RD,,"LOTS Y,D,PARCEL W BK 2 RUGBY",15942.96
060032000,892700,29322599,1840,FENDALL AVE,,LOT 5 & PT 6 BK 3 RUGBY,12763.08
060059000,774900,29322600,1871,WAYSIDE PL,,LOT 16 WAYSIDE PLACE,12545.28
050003000,764600,29322601,1824,WINSTON RD,,"LOT C,PT 8,STRIP BK 2 RUGBY",18077.4
050021000,812100,29322602,1827,FENDALL AVE,,LOT B RUGBY,13155.12
060033000,958900,29322603,1838,FENDALL AVE,,LOTS 3 & 4 BK 3 RUGBY,16988.4
060039000,885400,29322604,1847,EDGEWOOD LN,,LOT 21 EDGEWOOD LANE,9931.68
060047000,938800,29322605,1852,EDGEWOOD LN,,LOTS 5A & 6B EDGEWOOD LANE,15638.04
060058000,887800,29322606,1863,WAYSIDE PL,,LOT 14 WAYSIDE PLACE,12501.72
060034000,977700,29322607,1834,FENDALL AVE,,LOTS 1 & 2 BK 3 RUGBY,17511.12
050004000,223300,29322608,0,WINSTON RD,,PT LOT 7 & PAR X BK 2 RUGBY,13285.8
060061000,929700,29322609,1870,WAYSIDE PL,,LOT 45 WAYSIDE PLACE,12109.68
060038000,1479700,29322610,1843,EDGEWOOD LN,,LOT 20 BK 3 EDGEWOOD LANE,10628.64
050020000,210100,29322611,0,FENDALL AVE,,LOT A RUGBY,10280.16
050005000,433700,29322612,1818,WINSTON RD,,"LOT 6,PT LOT 5&7 BK 2 RUGBY",13285.8
060057000,1051100,29322613,1859,WAYSIDE PL,,LOT 12 & PT 10 WAYSIDE PLACE,13547.16
060072000,100700,29322614,0,UNIVERSITY CIR,,LOT 45 UNIVERSITY PLACE,49353.48
050019000,402100,29322615,1820,RUGBY PL,,LOT 6 RUGBY,17946.72
050022100,881700,29322616,1830,FENDALL AVE,,LOTS 4 & 5 RUGBY,16814.16
060037000,1015500,29322617,1839,EDGEWOOD LN,,LOT 19 BK 3 EDGEWOOD LANE,11412.72
060062000,930100,29322618,1864,WAYSIDE PL,,LOT 15 WAYSIDE PLACE,11499.84
050006000,1070200,29322619,1816,WINSTON RD,,LOT 4 & PT 5 BK 2 RUGBY,23391.72
050022000,678900,29322620,1826,FENDALL AVE,,LOT 3 RUGBY,8668.44
060048000,982900,29322621,1844,EDGEWOOD LN,,LOTS 6A & 7A EDGEWOOD LANE,16596.36
060056000,1037500,29322622,1851,WAYSIDE PL,,PT LOTS 8 & 10 SEC 6,19209.96
060036000,1127300,29322623,1872,EDGEWOOD LN,,LOT 18 EDGEWOOD LANE,12109.68
050018000,1118700,29322624,1817,FENDALL AVE,,LOT 5 & UNNUMBERED LOT RUGBY,28052.64
050023000,1257300,29322625,1820,FENDALL AVE,,"LOTS 1,2 & TRI LOT",16683.48
060063000,1569700,29322626,1852,WAYSIDE PL,,LOTS A & B WAYSIDE PLACE,30056.4
050147000,1458000,29322627,924,RUGBY RD,,LOT 1,19994.04
050009000,598000,29322628,1810,WINSTON RD,,LOT 3 BK 2 RUGBY,12371.04
060049000,598100,29322629,1840,EDGEWOOD LN,,LOT 8 EDGEWOOD LANE,12893.76
050007000,590800,29322630,1815,RUGBY PL,,LOT 7 RUGBY PLACE,7230.96
060035000,1179200,29322631,1827,EDGEWOOD LN,,LOT 17 BK 3 EDGEWOOD LANE,12806.64
070001900,618300,29322632,0,IVY RD,,"LOTS 4,5,6&7 UNIV SHOP CEN",9278.28
050010000,653400,29322633,1808,WINSTON RD,,LOT 2 BK 2 RUGBY,12545.28
050147100,1756600,29322634,922,RUGBY RD,,LOT 1A,15986.52
050147100,1756600,29322634,922,RUGBY RD,,LOT 1A,15986.52
050007100,656300,29322635,1809,RUGBY PL,,LOT 8 RUGBY PLACE,7971.48
050024000,790400,29322636,1825,EDGEWOOD LN,,LOT 16 EDGEWOOD LANE,13590.72
060055000,983400,29322637,1845,WAYSIDE PL,,PT LOT 8 WAYSIDE PLACE,11499.84
060050000,908500,29322638,1873,EDGEWOOD LN,,LOT 9 EDGEWOOD LANE,13982.76
050146000,1255600,29322639,918,RUGBY RD,,LOT,21823.56
050011000,1123400,29322640,809,RUGBY RD,,LOT 1 BK 2 RUGBY,18469.44
050025000,667400,29322641,1816,FENDALL AVE,,LOT,11456.28
050008000,741000,29322642,1807,RUGBY PL,,LOT 9 RUGBY,8015.04
060071000,971800,29322643,21,UNIVERSITY CIR,,LOT 27 UNIVERSITY PLACE,0
060070000,1236400,29322644,1841,UNIVERSITY CIR,,LOT 28 UNIVERSITY PLACE,28618.92
060074100,742100,29322645,0,EMMET ST N,,60 FT FRONT,15855.84
050024100,1015400,29322646,1823,EDGEWOOD LN,,LOT 15 EDGEWOOD LANE,14461.92
050145000,1090300,29322647,914,RUGBY RD,,"PT LOTS 2,3,8&9 BK 19 PRES HGT",21257.28
060051000,801300,29322648,1853,EDGEWOOD LN,,LOT 10 EDGEWOOD LANE,14505.48
060076000,831800,29322649,26,UNIVERSITY CIR,,LOT 26 UNIVERSITY PLACE,25177.68
060054000,947300,29322650,1841,WAYSIDE PL,,LOT 6 WAYSIDE PLACE,11499.84
050016000,572500,29322651,1808,RUGBY PL,,LOT 3 RUGBY PLACE,7840.8
050148500,637700,29322652,106,STEWART CIR,,LOT 6A STEWART CIRCLE,17206.2
070001800,264400,29322653,8,IVY RD,,LOT 8 UNIV SHOPPING CENTER,2700.72
070001700,186900,29322654,9,IVY RD,,LOT 9 UNIV SHOPPING CEN,2787.84
070001600,424700,29322655,10-11,IVY RD,,LOTS 10 & 11 UNIV SHOP CEN,5837.04
060064000,1530500,29322656,1832,WAYSIDE PL,,LOT 7 & PT 9 WAYSIDE PLACE,23958
050144000,730600,29322657,910,RUGBY RD,,LOT,11282.04
070001500,212300,29322658,12,IVY RD,,LOT 12,3092.76
070001400,471900,29322659,13,IVY RD,,LOT 13 & A1 UNIV SHOPPING CTR,6534
060074000,2626500,29322660,400,EMMET ST N,,PT 1.553 ACRES,67692.24
070001300,5511100,29322661,2123-25,IVY RD,,LOTS A2 & B COPELEY,58196.16
050032000,1055800,29322662,1822,EDGEWOOD LN,,LOT 11 EDGEWOOD LANE,16160.76
050148400,442000,29322663,109,STEWART CIR,,LOT 5A STEWART CIRCLE,5619.24
050014000,711700,29322664,1806,RUGBY PL,,LOT 3A & PT 2 RUGBY PLACE,6141.96
050142000,1082600,29322665,900,RUGBY RD,,LOT A BK 19,17816.04
