,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
34623,40287,490175000,2008-04-09,154600,,1138 ST CLAIR AVE,Single Family,38.0436523,-78.45670009999999,4
34628,40292,490176000,2017-07-12,185000,,1136 ST CLAIR AVE,Single Family,38.043584,-78.45683340000001,4
34629,40293,490176000,2018-05-16,236000,,1136 ST CLAIR AVE,Single Family,38.043584,-78.45683340000001,4
34634,40298,490178000,2015-07-30,200000,,1132 ST CLAIR AVE,Single Family-1 Conversion,38.0434064,-78.45709980000001,4
34635,40299,490178000,2018-08-24,253000,,1132 ST CLAIR AVE,Single Family-1 Conversion,38.0434064,-78.45709980000001,4
34641,40305,490181000,2018-04-02,120000,,1129 ST CLAIR AVE,Single Family,38.043581599999996,-78.4576327,4
34654,40315,490183000,2019-08-29,113500,,1133 ST CLAIR AVE,Single Family,38.0437661,-78.45733299999999,4
34657,40318,490184000,2015-09-08,91000,,1141 ST CLAIR AVE,Single Family,38.044204,-78.456838,4
34678,40333,490186000,2010-11-12,80000,,1149 ST CLAIR AVE,Single Family,38.044089299999996,-78.4570087,4
34680,40335,490186000,2011-07-25,200000,,1149 ST CLAIR AVE,Single Family,38.044089299999996,-78.4570087,4
34681,40336,490187100,2013-02-26,237000,,1012 LOCUST LN,Single Family,38.0440794,-78.45670729999999,4
34682,40337,490187200,2012-11-13,244425,,1010 LOCUST LN,Single Family,38.0442181,-78.4568525,4
34683,40338,490187300,2013-01-31,239500,,1008 LOCUST LN,Single Family,38.0443766,-78.457011,4
34684,40339,490187300,2015-08-04,302000,,1008 LOCUST LN,Single Family,38.0443766,-78.457011,4
34688,40343,490188000,2003-03-06,139000,,1142 LOCUST AVE,Single Family,38.0446886,-78.45727740000001,4
34689,40344,490189000,2005-06-03,234000,,1140 LOCUST AVE,Single Family,38.044579399999996,-78.45741070000001,4
34691,40346,490189000,2017-12-15,265000,,1140 LOCUST AVE,Single Family,38.044579399999996,-78.45741070000001,4
34692,40347,490189000,2014-06-25,213400,,1140 LOCUST AVE,Single Family,38.044579399999996,-78.45741070000001,4
34696,40351,490191000,2012-06-15,187000,,1136 LOCUST AVE,Single Family,38.0444019,-78.4576771,4
34699,40354,490191000,2002-06-25,90000,,1136 LOCUST AVE,Single Family,38.0444019,-78.4576771,4
34700,40355,490191000,2004-07-01,161000,,1136 LOCUST AVE,Single Family,38.0444019,-78.4576771,4
34702,40357,490192000,2002-08-21,150000,,1134 LOCUST AVE,Single Family,38.0443335,-78.4578103,4
34703,40358,490192000,2014-09-12,216000,,1134 LOCUST AVE,Single Family,38.0443335,-78.4578103,4
34705,40360,490192000,2010-06-17,219000,,1134 LOCUST AVE,Single Family,38.0443335,-78.4578103,4
34707,40362,490192000,2005-06-15,229900,,1134 LOCUST AVE,Single Family,38.0443335,-78.4578103,4
34711,40366,490194000,2000-08-02,105000,,1130 LOCUST AVE,Single Family,38.0441559,-78.45807679999999,4
34712,40367,490194000,2004-05-28,210000,,1130 LOCUST AVE,Single Family,38.0441559,-78.45807679999999,4
34713,40368,490194000,2019-05-15,335000,,1130 LOCUST AVE,Single Family,38.0441559,-78.45807679999999,4
34714,40369,490195000,2003-09-30,165000,,1128 LOCUST AVE,Duplex,38.044005,-78.45815,4
34716,40371,490195000,2017-08-18,242500,,1128 LOCUST AVE,Duplex,38.044005,-78.45815,4
34718,40373,490196000,2013-03-01,169500,,1120 LOCUST AVE,Single Family,38.0437004,-78.4588317,4
34719,40374,490196000,2007-10-25,190000,,1120 LOCUST AVE,Single Family,38.0437004,-78.4588317,4
34722,40377,490196000,2015-10-14,236000,,1120 LOCUST AVE,Single Family,38.0437004,-78.4588317,4
34733,40388,490200000,2004-06-15,315000,,1006 PEARTREE LN,Single Family,38.042955,-78.4595422,4
34735,40390,490200000,2000-06-29,199900,,1006 PEARTREE LN,Single Family,38.042955,-78.4595422,4
34739,40396,490200100,2013-08-01,182500,,1108 LOCUST AVE,Single Family Attached,38.043126,-78.4596959,4
34740,40397,490200100,2019-10-11,484083,,1108 LOCUST AVE,Single Family Attached,38.043126,-78.4596959,4
34741,40398,490200100,2011-05-25,165000,,1108 LOCUST AVE,Single Family Attached,38.043126,-78.4596959,4
34744,40401,490200200,2008-07-30,194900,,1106 LOCUST AVE,Single Family Attached,38.0430586,-78.45976429999999,4
34746,40403,490200200,2019-10-11,484083,,1106 LOCUST AVE,Single Family Attached,38.0430586,-78.45976429999999,4
34747,40404,490200200,2004-05-17,184900,,1106 LOCUST AVE,Single Family Attached,38.0430586,-78.45976429999999,4
34750,40407,490200200,2012-07-26,160000,,1106 LOCUST AVE,Single Family Attached,38.0430586,-78.45976429999999,4
34753,40410,490201000,2014-07-15,220000,,1104 LOCUST AVE,Single Family,38.0429494,-78.4598975,4
34755,40412,490202000,2007-02-22,388000,,1100 LOCUST AVE,Single Family-1 Conversion,38.0426042,-78.46011949999999,4
34756,40413,490202000,2013-05-24,440762,,1100 LOCUST AVE,Single Family-1 Conversion,38.0426042,-78.46011949999999,4
34757,40414,490202000,2007-11-01,460000,,1100 LOCUST AVE,Single Family-1 Conversion,38.0426042,-78.46011949999999,4
34762,40419,490202100,2001-06-26,99500,,1102-B LOCUST AVE,Single Family Attached,38.0427419,-78.460075,4
34764,40421,490202100,2004-02-26,132000,,1102-B LOCUST AVE,Single Family Attached,38.0427419,-78.460075,4
34769,40426,490203000,2005-03-31,225000,,1008 PEARTREE LN,Single Family,38.042729,-78.45932020000001,4
34770,40427,490203000,2016-09-01,295500,,1008 PEARTREE LN,Single Family,38.042729,-78.45932020000001,4
34774,40431,490206000,2013-08-27,213000,,1014 PEARTREE LN,Single Family,38.042390600000004,-78.4587873,4
34792,40449,490213000,2003-11-10,267500,,1007 SMITH ST,Single Family,38.0424643,-78.4599419,4
34797,40454,490213000,2001-04-06,109300,,1007 SMITH ST,Single Family,38.0424643,-78.4599419,4
34799,40461,490215000,2000-08-15,196000,,1408 RIVER RD,Single Family,38.043561600000004,-78.45825440000002,4
34802,40464,490215000,2020-06-05,332500,,1408 RIVER RD,Single Family,38.043561600000004,-78.45825440000002,4
34806,40468,490217000,2017-08-11,218000,,1404 RIVER RD,Single Family,38.043290500000005,-78.457988,4
34812,40474,490219000,2006-02-27,274000,,1400 RIVER RD,Single Family-1 Conversion,38.0429741,-78.4576771,4
34818,40477,490219000,2004-01-20,225000,,1400 RIVER RD,Single Family-1 Conversion,38.0429741,-78.4576771,4
34834,40494,490226000,2018-09-20,265000,,1312 RIVER RD,Duplex,38.0426985,-78.45736629999999,4
34835,40495,490226100,2014-09-02,300000,,1310 RIVER RD,Duplex,38.04256289999999,-78.457233,4
34836,40496,490226100,2005-04-12,196500,,1310 RIVER RD,Duplex,38.04256289999999,-78.457233,4
34838,40498,490226100,2000-03-15,115000,,1310 RIVER RD,Duplex,38.04256289999999,-78.457233,4
34843,40507,490229000,2002-04-10,159900,,1101 RIVER CT,Single Family-1 Conversion,38.0427229,-78.456789,4
34849,40513,490229000,2019-03-28,370000,,1101 RIVER CT,Single Family-1 Conversion,38.0427229,-78.456789,4
34855,40519,490229101,2000-09-15,102767,,1112 RIVER CT,Duplex,38.043107899999995,-78.45532349999999,4
34856,40520,490229101,2006-05-25,262500,,1112 RIVER CT,Duplex,38.043107899999995,-78.45532349999999,4
34860,40524,490229110,2015-07-27,244000,,1110 RIVER CT,Duplex,38.0430032,-78.45550109999999,4
34861,40525,490229110,2015-07-21,100000,,1110 RIVER CT,Duplex,38.0430032,-78.45550109999999,4
34867,40531,490229130,2011-04-28,212000,,1106 RIVER CT,Single Family,38.04278920000001,-78.455812,4
34868,40532,490229130,2000-03-31,130000,,1106 RIVER CT,Single Family,38.04278920000001,-78.455812,4
34877,40541,490229150,2019-11-07,295000,,1102 RIVER CT,Duplex,38.0425433,-78.45621170000001,4
34880,40544,490229200,2017-04-28,186000,,1105 RIVER CT,Single Family,38.042891600000004,-78.4564337,4
34882,40546,490229200,2002-03-29,45000,,1105 RIVER CT,Single Family,38.042891600000004,-78.4564337,4
34886,40550,490229300,2015-06-09,176740,,1107 RIVER CT,Duplex,38.0430372,-78.4562561,4
34891,40555,490229500,2013-07-09,230353,,1111 RIVER CT,Single Family,38.04325120000001,-78.4559452,4
34892,40556,490229500,2013-09-19,145000,,1111 RIVER CT,Single Family,38.04325120000001,-78.4559452,4
34900,40564,490229800,2006-01-12,100000,,1117 RIVER CT,Duplex,38.043443100000005,-78.4554123,4
34902,40567,490229900,2010-06-07,132829,,1114 RIVER CT,Duplex,38.043307500000004,-78.4552791,4
34904,40569,490229900,2010-10-22,121500,,1114 RIVER CT,Duplex,38.043307500000004,-78.4552791,4
34912,40629,500004000,2014-06-06,206000,,1320 RIVERDALE DR,Single Family,38.0351625,-78.4611853,2
34913,40630,500004000,2001-09-07,110081,,1320 RIVERDALE DR,Single Family,38.0351625,-78.4611853,2
34915,40636,500005100,2004-08-02,300000,,1324 RIVERDALE DR,Duplex,38.0349773,-78.4609632,2
34919,40640,500005200,2004-08-02,300000,,1322 RIVERDALE DR,Duplex,38.0350677,-78.461052,2
34923,40644,500005300,2001-08-16,137000,,1328 LONG ST,Duplex,38.0353066,-78.4607234,2
34932,40693,500021000,2008-06-10,160044,,1325 WILLOW DR,Single Family,38.0341176,-78.46133449999999,2
34934,40695,500021000,2010-01-29,195600,,1325 WILLOW DR,Single Family,38.0341176,-78.46133449999999,2
34936,40697,500021000,2019-09-17,165000,,1325 WILLOW DR,Single Family,38.0341176,-78.46133449999999,2
34937,40698,500021000,2020-04-16,295500,,1325 WILLOW DR,Single Family,38.0341176,-78.46133449999999,2
34941,40702,500022000,2002-11-26,123750,,1323 WILLOW DR,Single Family,38.0342093,-78.4614515,2
34942,40703,500022000,2015-09-16,140000,,1323 WILLOW DR,Single Family,38.0342093,-78.4614515,2
34946,40709,500024000,2018-06-18,326500,,1319 RIVERDALE DR,Single Family,38.03465429999999,-78.46134029999999,2
34947,40710,500024000,2002-11-15,126750,,1319 RIVERDALE DR,Single Family,38.03465429999999,-78.46134029999999,2
34948,40711,500024000,2006-05-15,219900,,1319 RIVERDALE DR,Single Family,38.03465429999999,-78.46134029999999,2
34952,40715,500025000,2004-08-30,159000,,1321 WILLOW DR,Single Family,38.034269,-78.4616303,2
34953,40716,500025000,2003-08-26,128000,,1321 WILLOW DR,Single Family,38.034269,-78.4616303,2
34955,40718,500026000,2017-04-28,273000,,1319 WILLOW DR,Single Family,38.034357299999996,-78.4617182,2
34956,40719,500026000,2006-01-19,202500,,1319 WILLOW DR,Single Family,38.034357299999996,-78.4617182,2
34957,40720,500026000,2009-07-20,200000,,1319 WILLOW DR,Single Family,38.034357299999996,-78.4617182,2
34967,40730,500031100,2001-11-08,153000,,1421 GRACE ST,Single Family,38.034159700000004,-78.4630059,2
34982,40745,500031600,2005-01-18,259900,,1401 GRACE ST,Single Family,38.0347404,-78.46433809999999,2
34989,40752,500032200,2007-03-16,250000,,1429 GRACE ST,Single Family,38.0337905,-78.4621622,2
35005,40791,500045000,2004-11-15,200000,,539 CAROLINE AVE,Single Family,38.0321805,-78.4623842,3
35013,40825,500055000,2002-05-30,180000,,1421 HAZEL ST,Single Family,38.0332929,-78.46331670000001,2
35022,40834,500057000,2013-01-17,173000,,807 WARD AVE,Single Family,38.0337605,-78.4630947,2
35023,40835,500057000,2009-09-22,169900,,807 WARD AVE,Single Family,38.0337605,-78.4630947,2
35026,40838,500058000,2019-03-21,350000,,805 WARD AVE,Single Family,38.0336061,-78.4631835,2
35027,40839,500058000,2017-03-03,231000,,805 WARD AVE,Single Family,38.0336061,-78.4631835,2
35044,40844,500059000,2020-01-29,250000,,1411 HAZEL ST,Single Family-1 Conversion,38.033640000000005,-78.463562,2
35072,40849,500059100,2020-03-18,410000,,1415 HAZEL ST,Single Family,38.033387700000006,-78.46345,2
35073,40850,500059100,2010-03-31,248000,,1415 HAZEL ST,Single Family,38.033387700000006,-78.46345,2
35075,40852,500060000,2014-08-06,197000,,808 MOORE AVE,Single Family,38.03404929999999,-78.4635388,2
35079,40856,500061000,2005-06-27,219000,,804 MOORE AVE,Single Family,38.0338585,-78.463672,2
35086,40863,500064000,2007-09-28,225000,,1407 HAZEL ST,Single Family,38.0337205,-78.46433809999999,2
35092,40869,500065000,2001-11-29,136000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35093,40870,500065000,2012-07-03,345000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35095,40872,500065000,2003-08-01,225000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35096,40873,500065000,2007-06-26,349000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35099,40876,500065000,2001-04-25,137000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35100,40877,500065000,2019-05-22,420000,,809 MOORE AVE,Single Family,38.03424329999999,-78.46384959999999,2
35101,40878,500065A00,2012-06-07,95000,,807 MOORE AVE,Single Family,38.0340613,-78.4640716,2
35102,40879,500065A00,2019-05-06,505000,,807 MOORE AVE,Single Family,38.0340613,-78.4640716,2
35103,40880,500065A00,2012-11-05,430000,,807 MOORE AVE,Single Family,38.0340613,-78.4640716,2
35110,40887,500066200,2001-01-03,96000,,1402 GRACE ST,Single Family Attached,38.034465999999995,-78.464461,2
35115,40892,500066200,2009-03-31,130000,,1402 GRACE ST,Single Family Attached,38.034465999999995,-78.464461,2
35116,40893,500066200,2004-04-28,140000,,1402 GRACE ST,Single Family Attached,38.034465999999995,-78.464461,2
35118,40895,500066300,2003-05-22,115200,,1404 GRACE ST,Single Family Attached,38.034402,-78.464309,2
35119,40896,500066300,2011-06-30,164000,,1404 GRACE ST,Single Family Attached,38.034402,-78.464309,2
35120,40897,500066300,2006-05-31,176000,,1404 GRACE ST,Single Family Attached,38.034402,-78.464309,2
35125,40902,500067000,2010-06-15,225000,,804 GILLESPIE AVE,Single Family-1 Conversion,38.0340776,-78.4646489,2
35130,40907,500068100,2000-07-31,135000,,1403 HAZEL ST,Single Family,38.0338196,-78.4645157,2
35131,40908,500068100,2003-07-23,185500,,1403 HAZEL ST,Single Family,38.0338196,-78.4645157,2
35134,40911,500068100,2018-05-08,96971,,1403 HAZEL ST,Single Family,38.0338196,-78.4645157,2
35136,40913,500068100,2018-05-09,339000,,1403 HAZEL ST,Single Family,38.0338196,-78.4645157,2
35142,40919,500070100,2002-08-29,185000,,702 GILLESPIE AVE,Single Family-1 Conversion,38.0330056,-78.46535940000001,2
35151,40928,500070400,2004-12-01,220000,,1404 HAZEL ST,Single Family,38.0334292,-78.4646933,2
35154,40931,500070500,2000-04-14,128500,,1402 HAZEL ST,Single Family-1 Conversion,38.0335284,-78.46487090000001,2
35164,40941,500074000,2009-03-10,235000,,1414 HAZEL ST,Single Family-1 Conversion,38.0331593,-78.4640272,2
35167,40944,500074000,2012-11-05,283000,,1414 HAZEL ST,Single Family-1 Conversion,38.0331593,-78.4640272,2
35169,40946,500075000,2006-08-10,200000,,1418 HAZEL ST,Single Family,38.03304970000001,-78.4637625,2
35170,40947,500075000,2015-05-01,274000,,1418 HAZEL ST,Single Family,38.03304970000001,-78.4637625,2
35171,40948,500075000,2018-07-05,339900,,1418 HAZEL ST,Single Family,38.03304970000001,-78.4637625,2
35172,40949,500076000,2001-02-14,140000,,1420 HAZEL ST,Single Family,38.032950899999996,-78.4635843,2
35178,40955,500077000,2012-07-18,67300,,1424 HAZEL ST,Single Family,38.032861700000005,-78.4634944,2
35180,40957,500077000,2001-02-14,140000,,1424 HAZEL ST,Single Family,38.032861700000005,-78.4634944,2
35186,40965,500080000,2014-12-05,47000,,1435 E HIGH ST,Single Family,38.0326533,-78.46345,2
35188,40971,500083000,2015-06-16,500000,,1427 E HIGH ST,Single Family,38.0324296,-78.4639717,2
35192,40975,500084000,2015-06-16,500000,,1425 E HIGH ST,Single Family,38.032359,-78.4640827,2
35193,40976,500085000,2015-06-16,500000,,1423 E HIGH ST,Single Family,38.0323201,-78.46420479999999,2
35198,40982,500087000,2015-06-16,500000,,1404 MOORES ST,Duplex,38.032650700000005,-78.46439029999999,2
35204,40990,500089000,2010-12-10,210000,,610 GILLESPIE AVE,Single Family,38.032583200000005,-78.4656258,2
35205,40991,500089000,2003-12-03,185000,,610 GILLESPIE AVE,Single Family,38.032583200000005,-78.4656258,2
35212,41037,500104000,2000-09-14,92000,,542 MEADE AVE,Single Family,38.0321549,-78.46336109999999,3
35213,41045,500106000,2004-09-02,135000,,536 MEADE AVE,Single Family,38.0318869,-78.4635388,3
35230,41058,500110000,2010-02-16,169900,,526 MEADE AVE,Single Family,38.0313031,-78.4639273,3
35236,41064,500110000,2005-03-07,186000,,526 MEADE AVE,Single Family,38.0313031,-78.4639273,3
35237,41065,500110000,2003-12-10,125000,,526 MEADE AVE,Single Family,38.0313031,-78.4639273,3
35238,41066,500110000,2002-11-21,105000,,526 MEADE AVE,Single Family,38.0313031,-78.4639273,3
35239,41067,500111000,2007-01-25,185000,,522 MEADE AVE,Single Family,38.0311964,-78.4639828,3
35240,41068,500111000,2011-06-24,80250,,522 MEADE AVE,Single Family,38.0311964,-78.4639828,3
35242,41070,500111000,2011-05-09,199214,,522 MEADE AVE,Single Family,38.0311964,-78.4639828,3
35246,41074,500111000,2019-11-05,300000,,522 MEADE AVE,Single Family,38.0311964,-78.4639828,3
35250,41078,500112000,2008-03-07,38352,,518 MEADE AVE,Single Family,38.031053299999996,-78.4640827,3
35251,41079,500112000,2009-11-17,175000,,518 MEADE AVE,Single Family,38.031053299999996,-78.4640827,3
35257,41085,500114000,2006-06-30,243700,,514 MEADE AVE,Single Family,38.0308104,-78.46420479999999,3
35259,41087,500115000,2012-03-23,155000,,512 MEADE AVE,Single Family,38.0306968,-78.4642937,3
35260,41088,500115000,2016-05-27,307000,,512 MEADE AVE,Single Family,38.0306968,-78.4642937,3
35264,41092,500115000,2013-03-11,248500,,512 MEADE AVE,Single Family,38.0306968,-78.4642937,3
35266,41094,500115000,2002-11-27,154000,,512 MEADE AVE,Single Family,38.0306968,-78.4642937,3
35274,41102,500118000,2004-11-30,233000,,502 MEADE AVE,Single Family,38.03027879999999,-78.46460450000001,3
35282,41110,500122000,2006-04-14,192500,,511 CAROLINE AVE,Single Family,38.0303264,-78.46384959999999,3
35286,41114,500122000,2016-03-29,236000,,511 CAROLINE AVE,Single Family,38.0303264,-78.46384959999999,3
35291,41119,500124000,2012-06-06,475000,,515 CAROLINE AVE,Duplex,38.030715,-78.463624,3
35297,41125,500125000,2012-06-06,475000,,517 CAROLINE AVE,Duplex,38.030831899999995,-78.463545,3
35299,41127,500125000,2018-10-31,263800,,517 CAROLINE AVE,Duplex,38.030831899999995,-78.463545,3
35302,41130,500126000,2000-03-31,78500,,519 CAROLINE AVE,Single Family,38.0309344,-78.4634063,3
35303,41131,500126000,2008-02-11,172000,,519 CAROLINE AVE,Single Family,38.0309344,-78.4634063,3
35314,41142,500128000,2002-04-16,134500,,525 CAROLINE AVE,Single Family,38.0312761,-78.46313909999999,3
35316,41144,500128000,2020-03-27,285000,,525 CAROLINE AVE,Single Family,38.0312761,-78.46313909999999,3
35320,41148,500129000,2015-09-09,800000,,529 CAROLINE AVE,Duplex,38.031538,-78.46299300000001,3
35321,41149,500129000,2017-04-28,290000,,529 CAROLINE AVE,Duplex,38.031538,-78.46299300000001,3
35324,41152,500130000,2018-05-04,300000,,531 CAROLINE AVE,Duplex,38.031661,-78.46293,3
35325,41153,500130000,2015-09-09,800000,,531 CAROLINE AVE,Duplex,38.031661,-78.46293,3
35329,41157,500131000,2000-12-19,115000,,533 CAROLINE AVE,Single Family,38.031775700000004,-78.4628283,3
35334,41162,500132000,2007-09-06,175400,,537 CAROLINE AVE,Single Family,38.032002899999995,-78.4626507,3
35338,41166,500132100,2006-01-25,185000,,535 CAROLINE AVE,Single Family,38.031889299999996,-78.4627395,3
35341,41169,500132100,2005-08-30,165500,,535 CAROLINE AVE,Single Family,38.031889299999996,-78.4627395,3
35348,41181,500135000,2006-09-06,207500,,530 CAROLINE AVE,Duplex,38.031465000000004,-78.462429,3
35352,41185,500136000,2016-02-03,231000,,528 CAROLINE AVE,Single Family,38.0313822,-78.462562,3
35353,41186,500136000,2004-12-01,178000,,528 CAROLINE AVE,Single Family,38.0313822,-78.462562,3
35356,41189,500137000,2002-05-07,65000,,526 CAROLINE AVE,Single Family,38.0312688,-78.46265079999999,3
35358,41191,500137000,2008-04-17,170000,,526 CAROLINE AVE,Single Family,38.0312688,-78.46265079999999,3
35359,41192,500138000,2013-08-01,180000,,524 CAROLINE AVE,Single Family,38.031113899999994,-78.46273959999999,3
35366,41199,500140000,2003-12-29,170000,,520 CAROLINE AVE,Single Family,38.0308869,-78.4629171,3
35379,41219,510001000,2007-05-22,206000,,864 ST CHARLES AVE,Single Family,38.038600200000005,-78.4673686,2
35381,41221,510001000,2000-11-20,115500,,864 ST CHARLES AVE,Single Family,38.038600200000005,-78.4673686,2
35382,41222,510001100,2003-08-19,170500,,866 ST CHARLES AVE,Single Family,38.0384537,-78.4671244,2
35383,41223,510001100,2000-05-26,112000,,866 ST CHARLES AVE,Single Family,38.0384537,-78.4671244,2
35384,41224,510001100,2006-05-16,232000,,866 ST CHARLES AVE,Single Family,38.0384537,-78.4671244,2
35394,41234,510003000,2012-07-13,375000,,883 LOCUST AVE,Single Family,38.0380654,-78.4666027,2
35395,41235,510003000,2007-05-31,470000,,883 LOCUST AVE,Single Family,38.0380654,-78.4666027,2
35399,41239,510003000,2004-11-22,402000,,883 LOCUST AVE,Single Family,38.0380654,-78.4666027,2
35400,41240,510003000,2002-06-20,317500,,883 LOCUST AVE,Single Family,38.0380654,-78.4666027,2
35402,41242,510004000,2015-05-29,700000,,881 LOCUST AVE,Single Family-1 Conversion,38.037960600000005,-78.4667803,2
35406,41253,510005100,2004-03-05,1000,,860 ST CHARLES AVE,Single Family,38.0382801,-78.4675352,2
35408,41255,510005100,2002-02-26,48000,,860 ST CHARLES AVE,Single Family,38.0382801,-78.4675352,2
35409,41256,510005100,2004-03-05,345000,,860 ST CHARLES AVE,Single Family,38.0382801,-78.4675352,2
35419,41266,510007000,2018-09-05,599000,,857 LOCUST AVE,Single Family,38.0375646,-78.4673131,2
35420,41267,510007000,2002-06-07,311500,,857 LOCUST AVE,Single Family,38.0375646,-78.4673131,2
35424,41272,510008000,2004-06-18,475000,,855 LOCUST AVE,Single Family,38.0374146,-78.4674463,2
35427,41275,510009000,2008-04-30,440000,,852 ST CHARLES AVE,Single Family,38.0377793,-78.46824559999999,2
35428,41276,510009000,2006-06-16,179487,,852 ST CHARLES AVE,Single Family,38.0377793,-78.46824559999999,2
35431,41279,510009000,2002-08-29,60000,,852 ST CHARLES AVE,Single Family,38.0377793,-78.46824559999999,2
35432,41280,510009000,2019-08-29,499900,,852 ST CHARLES AVE,Single Family,38.0377793,-78.46824559999999,2
35433,41281,510009100,2008-06-12,117500,,850 ST CHARLES AVE,Single Family,38.03763370000001,-78.4684232,2
35438,41286,510010000,2020-04-30,1220000,,853 LOCUST AVE,Single Family-1 Conversion,38.0373054,-78.4675796,2
35440,41288,510010000,2016-08-02,510000,,853 LOCUST AVE,Single Family-1 Conversion,38.0373054,-78.4675796,2
35443,41291,510011100,2017-03-15,775000,,851 LOCUST AVE,Single Family,38.0371234,-78.4678016,2
35451,41305,510013100,2008-02-29,579200,,843 LOCUST AVE,Single Family,38.0368234,-78.468068,2
35454,41308,510013100,2005-05-31,575000,,843 LOCUST AVE,Single Family,38.0368234,-78.468068,2
35455,41309,510013100,2018-11-19,875000,,843 LOCUST AVE,Single Family,38.0368234,-78.468068,2
35458,41312,510015000,2013-10-25,420000,,833 LOCUST AVE,Single Family,38.0366006,-78.46829,2
35461,41315,510015000,2005-06-03,420000,,833 LOCUST AVE,Single Family,38.0366006,-78.46829,2
35462,41316,510015000,2000-05-31,187500,,833 LOCUST AVE,Single Family,38.0366006,-78.46829,2
35463,41317,510016000,2012-06-06,166200,,815 LOCUST AVE,Single Family-1 Conversion,38.036491399999996,-78.4684232,2
35468,41325,510018000,2000-07-07,162500,,813 LOCUST AVE,Single Family-1 Conversion,38.036336999999996,-78.468512,2
35473,41331,510019000,2015-06-16,780000,,809 LOCUST AVE,Single Family-1 Conversion,38.036240899999996,-78.4687784,2
35474,41336,510020000,2003-07-02,264900,,807 LOCUST AVE,Single Family-1 Conversion,38.0360326,-78.468734,2
35478,41340,510021000,2008-11-03,375000,,805 LOCUST AVE,Single Family-1 Conversion,38.0358782,-78.4688228,2
35482,41344,510021000,2005-11-22,389000,,805 LOCUST AVE,Single Family-1 Conversion,38.0358782,-78.4688228,2
35484,41346,510022000,2005-11-23,126500,,803 LOCUST AVE,Single Family,38.0358054,-78.4689116,2
35489,41351,510023000,2016-06-23,760000,,801 LOCUST AVE,Single Family-1 Conversion,38.035646500000006,-78.468956,2
35490,41352,510023000,2013-05-10,612000,,801 LOCUST AVE,Single Family-1 Conversion,38.035646500000006,-78.468956,2
35491,41353,510023000,2002-02-15,460000,,801 LOCUST AVE,Single Family-1 Conversion,38.035646500000006,-78.468956,2
35493,41355,510023000,2013-03-26,612000,,801 LOCUST AVE,Single Family-1 Conversion,38.035646500000006,-78.468956,2
35507,41369,510027000,2001-04-03,285000,,727 LOCUST AVE,Single Family,38.0349881,-78.4693113,2
35513,41375,510027000,2016-03-22,25000,,727 LOCUST AVE,Single Family,38.0349881,-78.4693113,2
35518,41380,510028000,2013-07-31,570000,,717 LOCUST AVE,Single Family,38.0348017,-78.4694889,2
35524,41386,510028100,2003-07-30,80000,,708 ST CHARLES AVE,Single Family,38.0350045,-78.4698885,2
35526,41388,510028100,2009-05-05,630000,,708 ST CHARLES AVE,Single Family,38.0350045,-78.4698885,2
35527,41391,510029000,2017-06-30,720000,,711 LOCUST AVE,Single Family,38.0345701,-78.4696221,2
35533,41397,510029100,2018-11-20,350000,,706 ST CHARLES AVE,Duplex,38.034845700000005,-78.4699329,2
35536,41400,510029200,2018-12-12,345000,,704 ST CHARLES AVE,Duplex,38.034778100000004,-78.4701692,2
35546,41410,510030200,2014-08-08,335000,,703 LOCUST AVE,Single Family-1 Conversion,38.0344162,-78.4697077,2
35547,41411,510030200,2010-09-15,289900,,703 LOCUST AVE,Single Family-1 Conversion,38.0344162,-78.4697077,2
35551,41415,510030300,2017-07-13,302000,,905 POPLAR ST,Duplex,38.0344854,-78.47012140000001,2
35559,41423,510032100,2020-04-13,629000,,619 LOCUST AVE,Single Family,38.033961299999994,-78.4700661,2
35560,41424,510032100,2013-05-03,500000,,619 LOCUST AVE,Single Family,38.033961299999994,-78.4700661,2
35562,41426,510033000,2019-05-28,770000,,613 LOCUST AVE,Single Family,38.0338477,-78.47015490000001,2
35565,41429,510033000,2005-06-20,572500,,613 LOCUST AVE,Single Family,38.0338477,-78.47015490000001,2
35566,41430,510033000,2001-12-20,300000,,613 LOCUST AVE,Single Family,38.0338477,-78.47015490000001,2
35569,41433,510033100,2008-07-10,305000,,606 ST CHARLES AVE,Single Family,38.0340184,-78.4706468,2
35570,41434,510033100,2018-06-15,372500,,606 ST CHARLES AVE,Single Family,38.0340184,-78.4706468,2
35572,41436,510033100,2006-09-15,260000,,606 ST CHARLES AVE,Single Family,38.0340184,-78.4706468,2
35582,41446,510036000,2005-04-28,200000,,915 SYCAMORE ST,Single Family,38.0336556,-78.4706877,2
35584,41448,510036000,2007-04-25,245000,,915 SYCAMORE ST,Single Family,38.0336556,-78.4706877,2
35588,41452,510036000,2016-06-23,350000,,915 SYCAMORE ST,Single Family,38.0336556,-78.4706877,2
35595,41459,510036200,2006-03-31,277000,,913 SYCAMORE ST,Single Family,38.0337548,-78.47086540000001,2
